Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),PLENUM-1:Zone Air Temperature [C](TimeStep),SPACE1-1:Zone Air Temperature [C](TimeStep),SPACE2-1:Zone Air Temperature [C](TimeStep),SPACE3-1:Zone Air Temperature [C](TimeStep),SPACE4-1:Zone Air Temperature [C](TimeStep),SPACE5-1:Zone Air Temperature [C](TimeStep) 
 06/01  01:11:00,18.1183333333333,21.1772825686468,20.3934582793614,20.3949401142552,20.3801097747568,20.4758302633975,20.912544099617 
 06/01  01:12:00,18.12,21.1677991918965,20.3938686952686,20.3950602468258,20.3806078238477,20.4751371648887,20.9099931449777 
 06/01  01:13:00,18.1216666666667,21.1583963315336,20.3942156918471,20.395144111623,20.3810413524024,20.4744159451883,20.9074513552969 
 06/01  01:14:00,18.1233333333333,21.1490776359004,20.3945091109955,20.3951989230484,20.3814202284706,20.4736737363682,20.9049205041015 
 06/01  01:15:00,18.125,21.1398410829305,20.3947572209662,20.3952306171751,20.3817527602857,20.472916392951,20.9024018903202 
 06/01  01:16:00,18.1266666666667,21.130690205196,20.3949669836036,20.3952440847074,20.3820459575659,20.4721487249948,20.8998966511695 
 06/01  01:17:00,18.1283333333333,21.1216228228676,20.3951442648688,20.3952433545382,20.3823057384806,20.471374681601,20.8974056680248 
 06/01  01:18:00,18.13,21.1126423479291,20.395294020569,20.3952317498144,20.3825371120524,20.4705975070763,20.8949297666002 
 06/01  01:19:00,18.1316666666667,21.1037464486959,20.3954204377232,20.3952120076054,20.3827443179853,20.4698198605258,20.8924695640169 
 06/01  01:20:00,18.1333333333333,21.0949384064685,20.3955270635362,20.3951863834435,20.3829309538284,20.4690439204666,20.8900256512947 
 06/01  01:21:00,18.135,21.086215740006,20.395616900992,20.395156730216,20.3831000701514,20.4682714636289,20.8875984374019 
 06/01  01:22:00,18.1366666666667,21.0775815897776,20.3956925001811,20.3951245697023,20.383254260897,20.4675039365548,20.8851883312176 
 06/01  01:23:00,18.1383333333333,21.0690333319403,20.3957560232372,20.3950911450857,20.3833957285074,20.4667425080149,20.8827955842568 
 06/01  01:24:00,18.14,21.0605739599359,20.3958093099496,20.395057470666,20.3835263490138,20.4659881187774,20.8804204695388 
 06/01  01:25:00,18.1416666666667,21.0522007185788,20.3958539217353,20.3950243669025,20.3836477165122,20.4652415165557,20.8780631223069 
 06/01  01:26:00,18.1433333333333,21.0439164511086,20.3958911894349,20.3949924954434,20.3837611906653,20.4645032910935,20.8757237153353 
 06/01  01:27:00,18.145,21.035718284889,20.3959222428689,20.3949623825086,20.3838679269047,20.4637738974543,20.8734022986601 
 06/01  01:28:00,18.1466666666667,21.027608912101,20.3959480461964,20.3949344439372,20.3839689115969,20.463053681124,20.8710989714897 
 06/01  01:29:00,18.1483333333333,21.0195853581158,20.3959694175224,20.3949090007379,20.3840649823416,20.4623428934724,20.868813721947 
 06/01  01:30:00,18.15,21.0116501651714,20.3959870554964,20.3948862972689,20.3841568544093,20.4616417099869,20.8665465956134 
 06/01  01:31:00,18.1516666666667,21.0038002729258,20.3960015520266,20.3948665114927,20.384245134139,20.4609502404441,20.8642975360885 
 06/01  01:32:00,18.1533333333333,20.9960380764913,20.3960134126484,20.3948497683694,20.3843303391431,20.4602685423556,20.8620665501197 
 06/01  01:33:00,18.155,20.988360446334,20.3960230644494,20.3948361465139,20.3844129068816,20.4595966275463,20.859853549655 
 06/01  01:34:00,18.1566666666667,20.980769634695,20.3960308719624,20.39482568821,20.3844932103732,20.4589344722213,20.8576585134839 
 06/01  01:35:00,18.1583333333333,20.9732624591614,20.3960371417586,20.3948184036148,20.3845715633942,20.4582820210942,20.8554813313445 
 06/01  01:36:00,18.16,20.9658410345222,20.3960421350926,20.3948142783591,20.3846482329171,20.4576391950403,20.8533219619919 
 06/01  01:37:00,18.1616666666667,20.9585021412385,20.3960460701779,20.3948132760754,20.3847234419462,20.4570058935524,20.8511802798176 
 06/01  01:38:00,18.1633333333333,20.951247762959,20.3960491324485,20.3948153442542,20.38479737955,20.4563820006481,20.8490562292605 
 06/01  01:39:00,18.165,20.9440746579435,20.3960514752269,20.3948204156269,20.3848702020452,20.4557673861846,20.846949674306 
 06/01  01:40:00,18.1666666666667,20.9369846856408,20.396053228216,20.3948284127453,20.3849420412396,20.4551619104879,20.8448605491634 
 06/01  01:41:00,18.1683333333333,20.9299745960129,20.3960544970573,20.3948392485867,20.3850130044665,20.4545654248926,20.8427887109322 
 06/01  01:42:00,18.17,20.923046131635,20.3960553704929,20.3948528301873,20.3850831814826,20.453977775424,20.8407340864821 
 06/01  01:43:00,18.1716666666667,20.9161960469224,20.3960559191643,20.3948690587216,20.3851526437077,20.4533988028148,20.8386965285062 
 06/01  01:44:00,18.1733333333333,20.9094259750786,20.3960562017612,20.3948878324278,20.3852214500983,20.4528283454779,20.8366759585574 
 06/01  01:45:00,18.175,20.9027326864972,20.3960562633088,20.3949090463356,20.3852896458451,20.4522662391748,20.834672226649 
 06/01  01:46:00,18.1766666666667,20.8961177125098,20.3960561405339,20.3949325946557,20.3853572674567,20.4517123194497,20.8326852504175 
 06/01  01:47:00,18.1783333333333,20.8895778497598,20.3960558598156,20.3949583702777,20.3854243410944,20.4511664210715,20.830714878383 
 06/01  01:48:00,18.18,20.8831145350653,20.3960554419371,20.3949862667483,20.3854908870378,20.4506283800546,20.8287610252269 
 06/01  01:49:00,18.1816666666667,20.876724600347,20.3960548998245,20.3950161776241,20.3855569177841,20.4500980329583,20.826823538782 
 06/01  01:50:00,18.1833333333333,20.8704093950208,20.3960542428097,20.3950479981311,20.3856224420249,20.4495752185874,20.8249023314299 
 06/01  01:51:00,18.185,20.8641657941081,20.3960534742443,20.395081624431,20.3856874625994,20.4490597772067,20.8229972508565 
 06/01  01:52:00,18.1866666666667,20.8579950664101,20.3960525953674,20.3951169550308,20.3857519800784,20.4485515519908,20.8211082075911 
 06/01  01:53:00,18.1883333333333,20.8518941367291,20.3960516028565,20.3951538900026,20.3858159906364,20.4480503881942,20.8192350495331 
 06/01  01:54:00,18.19,20.8458641996667,20.3960504923711,20.3951923321962,20.3858794893148,20.4475561344016,20.8173776856682 
 06/01  01:55:00,18.1916666666667,20.8399022354172,20.3960492560841,20.3952321864398,20.3859424678589,20.4470686416823,20.8155359643498 
 06/01  01:56:00,18.1933333333333,20.834009370397,20.3960478859551,20.3952733605949,20.3860049177152,20.4465877646799,20.8137097932402 
 06/01  01:57:00,18.195,20.8281826448189,20.3960463712733,20.3953157647568,20.3860668278654,20.4461133607689,20.8118990213104 
 06/01  01:58:00,18.1966666666667,20.8224231225149,20.3960447017016,20.3953593121824,20.3861281876016,20.445645291016,20.8101035550652 
 06/01  01:59:00,18.1983333333333,20.8167279074466,20.3960428648519,20.395403918503,20.3861889843784,20.4451834193506,20.8083232442091 
 06/01  02:00:00,18.2,20.8110980060495,20.3960408491338,20.3954495025485,20.3862492063996,20.4447276134209,20.8065579942251 
 06/01  02:01:00,18.2,20.8055304938504,20.396034381124,20.3954923435719,20.3863044069443,20.4442741023788,20.8048076556404 
 06/01  02:02:00,18.2,20.8000261390101,20.3960198362284,20.3955292039892,20.3863507856651,20.4438195994244,20.8030721303751 
 06/01  02:03:00,18.2,20.7945820402414,20.3959959871718,20.3955589385264,20.3863870294821,20.4433629102304,20.8013512648552 
 06/01  02:04:00,18.2,20.7891990339919,20.3959633049946,20.3955819233118,20.3864136020262,20.4429043618972,20.7996449577692 
 06/01  02:05:00,18.2,20.784024083296,20.395922897046,20.3955991154635,20.3864316420252,20.4424448626623,20.7979585129645 
 06/01  02:06:00,18.2,20.7789960808804,20.3958760637812,20.3956116610818,20.3864424869643,20.4419855101033,20.7962888581101 
 06/01  02:07:00,18.2,20.7740432321762,20.3958237682055,20.3956203816693,20.3864471387381,20.4415270776255,20.7946323937459 
 06/01  02:08:00,18.2,20.7691366700476,20.3957667200032,20.3956258540329,20.3864463420639,20.4410700944436,20.7929876119218 
 06/01  02:09:00,18.2,20.7642688073168,20.3957054668312,20.3956285019738,20.3864406752204,20.440614937249,20.7913542440214 
 06/01  02:10:00,18.2,20.7594443673378,20.3956404514985,20.3956286513412,20.3864306076621,20.4401618852841,20.7897324506911 
 06/01  02:11:00,18.2,20.7546643070209,20.3955720392455,20.3956265587892,20.3864165281948,20.4397111490626,20.7881223560126 
 06/01  02:12:00,18.2,20.7499318989617,20.3955005397763,20.3956224322254,20.3863987671643,20.4392628908365,20.7865240570417 
 06/01  02:13:00,18.2,20.7452455006522,20.3954262145956,20.3956164394274,20.3863776043862,20.43881723318,20.7849375676068 
 06/01  02:14:00,18.2,20.7406067655131,20.3953492874464,20.3956087166143,20.3863532796596,20.4383742675791,20.7833629198201 
