Date/Time,Cooling:Electricity [J](Monthly),Heating:Gas [J](Monthly),Fans:Electricity [J](Monthly),HeatingCoils:EnergyTransfer [J](Monthly),CoolingCoils:EnergyTransfer [J](Monthly),InteriorLights:Electricity [J](Monthly),InteriorEquipment:Electricity [J](Monthly),Cooling:Electricity [J](RunPeriod),Heating:Gas [J](RunPeriod),Fans:Electricity [J](RunPeriod),HeatingCoils:EnergyTransfer [J](RunPeriod),CoolingCoils:EnergyTransfer [J](RunPeriod),InteriorLights:Electricity [J](RunPeriod),InteriorEquipment:Electricity [J](RunPeriod),Electricity:Facility [J](Monthly),Electricity:Building [J](Monthly),Electricity:HVAC [J](Monthly),Gas:Facility [J](Monthly),Gas:HVAC [J](Monthly),Electricity:Facility [J](RunPeriod),Electricity:Building [J](RunPeriod),Electricity:HVAC [J](RunPeriod),Gas:Facility [J](RunPeriod),Gas:HVAC [J](RunPeriod) 
June,1152688134.8376,0.0,396452571.42857,0.0,3852342842.66766,1934064000.,457380000.,1152688134.8376,0.0,396452571.42857,0.0,3852342842.66766,1934064000.,457380000.,3940584706.26617,2391444000.,1549140706.26617,0.0,0.0,3940584706.26617,2391444000.,1549140706.26617,0.0,0.0 
